repo,source_path,current_role,correct_owner,action,target_path,risk,reason,import_rewrite,approved
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/lang/cel/gd,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/lang/cus/om,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/lang/dra/kn,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/lang/dra/ml,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/lang/dra/ta,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/lang/dra/te,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/lang/esx/kl,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/lang/eu,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/lang/gmq/da,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/lang/gmq/is,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/lang/gmq/nb,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/lang/gmq/sv,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/lang/gmw/af,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/lang/gmw/de,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/lang/gmw/en,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/lang/gmw/en-029,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/lang/gmw/en-GB-scotland,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/lang/gmw/en-GB-x-gbclan,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/lang/gmw/en-GB-x-gbcwmd,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/lang/gmw/en-GB-x-rp,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/lang/gmw/en-US,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/lang/gmw/en-US-nyc,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/lang/gmw/lb,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/lang/gmw/nl,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/lang/grk/el,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/lang/grk/grc,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/lang/inc/as,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/lang/inc/bn,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/lang/inc/bpy,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/lang/inc/gu,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/lang/inc/hi,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/lang/inc/kok,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/lang/inc/mr,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/lang/inc/ne,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/lang/inc/or,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/lang/inc/pa,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/lang/inc/sd,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/lang/inc/si,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/lang/inc/ur,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/lang/ine/hy,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/lang/ine/hyw,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/lang/ine/sq,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/lang/ira/fa,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/lang/ira/fa-Latn,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/lang/ira/ku,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/lang/iro/chr,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/lang/itc/la,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/lang/jpx/ja,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/lang/ko,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/lang/map/haw,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/lang/miz/mto,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/lang/myn/quc,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/lang/poz/id,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/lang/poz/mi,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/lang/poz/ms,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/lang/qu,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/lang/roa/an,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/lang/roa/ca,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/lang/roa/es,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/lang/roa/es-419,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/lang/roa/fr,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/lang/roa/fr-BE,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/lang/roa/fr-CH,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/lang/roa/ht,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/lang/roa/it,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/lang/roa/pap,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/lang/roa/pt,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/lang/roa/pt-BR,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/lang/roa/ro,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/lang/sai/gn,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/lang/sem/am,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/lang/sem/ar,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/lang/sem/he,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/lang/sem/mt,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/lang/sit/cmn,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/lang/sit/cmn-Latn-pinyin,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/lang/sit/hak,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/lang/sit/my,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/lang/sit/yue,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/lang/sit/yue-Latn-jyutping,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/lang/tai/shn,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/lang/tai/th,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/lang/trk/az,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/lang/trk/ba,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/lang/trk/cv,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/lang/trk/kk,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/lang/trk/ky,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/lang/trk/nog,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/lang/trk/tk,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/lang/trk/tr,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/lang/trk/tt,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/lang/trk/ug,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/lang/trk/uz,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/lang/urj/et,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/lang/urj/fi,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/lang/urj/hu,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/lang/urj/smj,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/lang/zle/be,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/lang/zle/ru,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/lang/zle/ru-cl,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/lang/zle/ru-LV,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/lang/zle/uk,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/lang/zls/bg,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/lang/zls/bs,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/lang/zls/hr,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/lang/zls/mk,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/lang/zls/sl,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/lang/zls/sr,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/lang/zlw/cs,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/lang/zlw/pl,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/lang/zlw/sk,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/la_dict,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/lb_dict,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/lfn_dict,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/lt_dict,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/lv_dict,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/mi_dict,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/mk_dict,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/ml_dict,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/mr_dict,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/ms_dict,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/mto_dict,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/mt_dict,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/my_dict,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/nci_dict,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/ne_dict,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/nl_dict,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/nog_dict,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/no_dict,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/om_dict,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/or_dict,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/pap_dict,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/pa_dict,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/phondata,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/phondata-manifest,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/phonindex,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/phontab,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/piqd_dict,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/pl_dict,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/pt_dict,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/py_dict,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/qdb_dict,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/quc_dict,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/qu_dict,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/qya_dict,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/ro_dict,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/ru_dict,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/sd_dict,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/shn_dict,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/si_dict,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/sjn_dict,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/sk_dict,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/sl_dict,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/smj_dict,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/sq_dict,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/sr_dict,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/sv_dict,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/sw_dict,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/ta_dict,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/te_dict,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/th_dict,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/tk_dict,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/tn_dict,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/tr_dict,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/tt_dict,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/ug_dict,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/uk_dict,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/ur_dict,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
LeeWay-Standards,LeeWay-Standards/src/voice/server/piper_bin/espeak-ng-data/uz_dict,unknown,External,QUARANTINE,,medium,unknown ownership fallback,false,false
